Row_ID,Order_ID,Order_Date,Ship_Date,Shipping_Days,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Order_Year,Order_Month,Discount_Bucket,Profit_Status
392,US-2014-135972,2014-09-21,2014-09-23,2,Second Class,JG-15115,Jack Garza,Consumer,Des Moines,Washington,West,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2,0.200000002980232,27.72,11.25,2014,9,High 21-30pct,Profitable
393,US-2014-135972,2014-09-21,2014-09-23,2,Second Class,JG-15115,Jack Garza,Consumer,Des Moines,Washington,West,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.99,39.0,2014,9,No Discount,Profitable
5305,US-2014-166310,2014-09-21,2014-09-23,2,First Class,JS-15940,Joni Sundaresam,Home Office,Garland,Texas,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,8.54,2,0.600000023841858,-7.48,-87.5,2014,9,Extreme 50pct+,Loss Making
7103,CA-2014-117478,2014-09-21,2014-09-24,3,First Class,LH-16750,Larry Hughes,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",6.57,3,0.699999988079071,-5.04,-76.67,2014,9,Extreme 50pct+,Loss Making
9050,CA-2014-124513,2014-09-21,2014-09-25,4,Standard Class,SL-20155,Sara Luxemburg,Home Office,New York City,New York,East,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,66.03,3,0.0,17.17,26.0,2014,9,No Discount,Profitable
9656,CA-2014-156160,2014-09-22,2014-09-29,7,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,East,Furniture,Furnishings,"Computer Room Manger, 14""",97.44,3,0.0,35.08,36.0,2014,9,No Discount,Profitable
9657,CA-2014-156160,2014-09-22,2014-09-29,7,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,East,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.98,1,0.200000002980232,1.39,35.0,2014,9,High 21-30pct,Profitable
9658,CA-2014-156160,2014-09-22,2014-09-29,7,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,East,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4,0.0,5.74,44.0,2014,9,No Discount,Profitable
9659,CA-2014-156160,2014-09-22,2014-09-29,7,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,East,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,579.53,4,0.100000001490116,83.71,14.44,2014,9,Medium 11-20pct,Profitable
8233,CA-2014-158225,2014-09-22,2014-09-28,6,Standard Class,SE-20110,Sanjit Engle,Consumer,San Jose,California,West,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,5,0.0,42.36,25.0,2014,9,No Discount,Profitable
8234,CA-2014-158225,2014-09-22,2014-09-28,6,Standard Class,SE-20110,Sanjit Engle,Consumer,San Jose,California,West,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.41,1.0,2014,9,No Discount,Profitable
5725,CA-2014-103191,2014-09-22,2014-09-27,5,Standard Class,VG-21805,Vivek Grady,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.54,3,0.200000002980232,-82.88,-25.0,2014,9,High 21-30pct,Loss Making
964,CA-2014-127488,2014-09-22,2014-09-24,2,Second Class,MS-17365,Maribeth Schnelling,Consumer,Boca Raton,Florida,South,Office Supplies,Labels,Avery File Folder Labels,4.61,2,0.200000002980232,1.67,36.25,2014,9,High 21-30pct,Profitable
3352,US-2014-134733,2014-09-23,2014-09-28,5,Standard Class,BM-11650,Brian Moss,Corporate,San Diego,California,West,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",436.0,3,0.150000005960464,20.52,4.71,2014,9,Medium 11-20pct,Profitable
3353,US-2014-134733,2014-09-23,2014-09-28,5,Standard Class,BM-11650,Brian Moss,Corporate,San Diego,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,83.98,2,0.200000002980232,31.49,37.5,2014,9,High 21-30pct,Profitable
3608,CA-2014-163559,2014-09-23,2014-09-28,5,Second Class,ST-20530,Shui Tom,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Arch Ring Binders,139.44,3,0.200000002980232,47.06,33.75,2014,9,High 21-30pct,Profitable
4097,CA-2014-116904,2014-09-23,2014-09-28,5,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,Xerox 217,32.4,5,0.0,15.55,48.0,2014,9,No Discount,Profitable
4098,CA-2014-116904,2014-09-23,2014-09-28,5,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9,5,0.0,16.2,4.0,2014,9,No Discount,Profitable
4099,CA-2014-116904,2014-09-23,2014-09-28,5,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5,0.0,4630.48,49.0,2014,9,No Discount,Profitable
4100,CA-2014-116904,2014-09-23,2014-09-28,5,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,GBC Instant Report Kit,12.94,2,0.0,6.47,50.0,2014,9,No Discount,Profitable
5641,CA-2014-147900,2014-09-23,2014-09-28,5,Standard Class,JK-15640,Jim Kriz,Home Office,Lakewood,Ohio,East,Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,0.200000002980232,10.08,35.0,2014,9,High 21-30pct,Profitable
7483,CA-2014-113964,2014-09-23,2014-09-30,7,Standard Class,JP-16135,Julie Prescott,Home Office,New York City,New York,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,18.46,4,0.200000002980232,6.92,37.5,2014,9,High 21-30pct,Profitable
6945,CA-2014-148369,2014-09-23,2014-09-27,4,Standard Class,TH-21115,Thea Hudgings,Corporate,Newark,Delaware,East,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,4,0.0,5.45,49.0,2014,9,No Discount,Profitable
9291,CA-2014-163650,2014-09-23,2014-09-25,2,First Class,TT-21220,Thomas Thornton,Consumer,Dover,Delaware,East,Office Supplies,Art,Newell 351,9.84,3,0.0,2.85,29.0,2014,9,No Discount,Profitable
9292,CA-2014-163650,2014-09-23,2014-09-25,2,First Class,TT-21220,Thomas Thornton,Consumer,Dover,Delaware,East,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,15.52,45.0,2014,9,No Discount,Profitable
366,CA-2014-123344,2014-09-24,2014-09-29,5,Standard Class,JD-16060,Julia Dunbar,Consumer,San Francisco,California,West,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.48,4.0,2014,9,No Discount,Profitable
2825,US-2014-112914,2014-09-25,2014-09-30,5,Standard Class,MT-18070,Michelle Tran,Home Office,Houston,Texas,Central,Office Supplies,Paper,Xerox 1954,33.79,8,0.200000002980232,10.56,31.25,2014,9,High 21-30pct,Profitable
2826,US-2014-112914,2014-09-25,2014-09-30,5,Standard Class,MT-18070,Michelle Tran,Home Office,Houston,Texas,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.53,2,0.319999992847443,-97.23,-32.35,2014,9,Very High 31-50pct,Loss Making
2827,US-2014-112914,2014-09-25,2014-09-30,5,Standard Class,MT-18070,Michelle Tran,Home Office,Houston,Texas,Central,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.72,2,0.800000011920929,-4.36,-160.0,2014,9,Extreme 50pct+,Loss Making
2828,US-2014-112914,2014-09-25,2014-09-30,5,Standard Class,MT-18070,Michelle Tran,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26,2,0.200000002980232,1.1,33.75,2014,9,High 21-30pct,Profitable
7050,CA-2014-141355,2014-09-25,2014-09-30,5,Standard Class,BF-11005,Barry Franz,Home Office,Aurora,Colorado,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.58,2,0.200000002980232,2.37,16.25,2014,9,High 21-30pct,Profitable
5469,CA-2014-132451,2014-09-26,2014-09-27,1,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55,3,0.200000002980232,73.19,12.5,2014,9,High 21-30pct,Profitable
5470,CA-2014-132451,2014-09-26,2014-09-27,1,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,West,Office Supplies,Paper,Xerox 217,19.44,3,0.0,9.33,48.0,2014,9,No Discount,Profitable
9621,CA-2014-115133,2014-09-26,2014-09-30,4,Standard Class,DA-13450,Dianna Arnett,Home Office,Lancaster,Ohio,East,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,16.7,6,0.200000002980232,1.25,7.5,2014,9,High 21-30pct,Profitable
9622,CA-2014-115133,2014-09-26,2014-09-30,4,Standard Class,DA-13450,Dianna Arnett,Home Office,Lancaster,Ohio,East,Technology,Accessories,Maxell CD-R Discs,3.15,2,0.200000002980232,0.47,15.0,2014,9,High 21-30pct,Profitable
9623,CA-2014-115133,2014-09-26,2014-09-30,4,Standard Class,DA-13450,Dianna Arnett,Home Office,Lancaster,Ohio,East,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.9,4,0.200000002980232,11.1,33.75,2014,9,High 21-30pct,Profitable
9896,CA-2014-115049,2014-09-26,2014-10-01,5,Standard Class,MM-17920,Michael Moore,Consumer,Chicago,Illinois,Central,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",153.82,11,0.200000002980232,38.46,25.0,2014,9,High 21-30pct,Profitable
8050,CA-2014-144974,2014-09-26,2014-09-30,4,Standard Class,CM-12715,Craig Molinari,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",5.97,5,0.699999988079071,-4.58,-76.67,2014,9,Extreme 50pct+,Loss Making
8051,CA-2014-144974,2014-09-26,2014-09-30,4,Standard Class,CM-12715,Craig Molinari,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.18,1,0.200000002980232,4.77,22.5,2014,9,High 21-30pct,Profitable
8052,CA-2014-144974,2014-09-26,2014-09-30,4,Standard Class,CM-12715,Craig Molinari,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",41.38,6,0.200000002980232,3.1,7.5,2014,9,High 21-30pct,Profitable
2906,CA-2014-127586,2014-09-26,2014-09-30,4,Standard Class,CS-12400,Christopher Schild,Home Office,Seattle,Washington,West,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.63,26.0,2014,9,No Discount,Profitable
2107,US-2014-152723,2014-09-26,2014-09-26,0,Same Day,HG-14965,Henry Goldwyn,Corporate,Mesquite,Texas,Central,Office Supplies,Binders,Acco 3-Hole Punch,0.88,1,0.800000011920929,-1.4,-160.0,2014,9,Extreme 50pct+,Loss Making
2543,CA-2014-164385,2014-09-26,2014-10-01,5,Second Class,NB-18580,Nicole Brennan,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.95,3,0.200000002980232,14.4,10.0,2014,9,High 21-30pct,Profitable
1360,US-2014-151925,2014-09-26,2014-10-01,5,Second Class,KT-16465,Kean Takahito,Consumer,Los Angeles,California,West,Furniture,Chairs,"Leather Task Chair, Black",145.57,2,0.200000002980232,0.0,0.0,2014,9,High 21-30pct,Loss Making
314,CA-2014-120887,2014-09-27,2014-10-03,6,Standard Class,TS-21205,Thomas Seio,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.64,43.0,2014,9,No Discount,Profitable
3313,US-2014-133130,2014-09-27,2014-10-01,4,Standard Class,TH-21100,Thea Hendricks,Consumer,San Diego,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.200000002980232,45.29,7.5,2014,9,High 21-30pct,Profitable
3314,US-2014-133130,2014-09-27,2014-10-01,4,Standard Class,TH-21100,Thea Hendricks,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 1919,81.98,2,0.0,40.17,49.0,2014,9,No Discount,Profitable
1325,CA-2014-107153,2014-09-28,2014-10-03,5,Standard Class,GZ-14545,George Zrebassa,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,0.0,12.49,27.0,2014,9,No Discount,Profitable
1731,CA-2014-125136,2014-09-28,2014-10-03,5,Standard Class,KD-16495,Keith Dawkins,Corporate,Fayetteville,North Carolina,South,Office Supplies,Paper,White GlueTop Scratch Pads,96.26,8,0.200000002980232,31.28,32.5,2014,9,High 21-30pct,Profitable
1732,CA-2014-125136,2014-09-28,2014-10-03,5,Standard Class,KD-16495,Keith Dawkins,Corporate,Fayetteville,North Carolina,South,Office Supplies,Paper,Xerox 195,10.69,2,0.200000002980232,3.74,35.0,2014,9,High 21-30pct,Profitable
9042,CA-2014-114335,2014-09-28,2014-10-03,5,Standard Class,XP-21865,Xylona Preis,Consumer,Hollywood,Florida,South,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.09,4,0.200000002980232,16.85,5.0,2014,9,High 21-30pct,Profitable
9730,CA-2014-111962,2014-09-29,2014-10-04,5,Standard Class,EB-14170,Evan Bailliet,Consumer,Seattle,Washington,West,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,10.05,2,0.200000002980232,3.14,31.25,2014,9,High 21-30pct,Profitable
9731,CA-2014-111962,2014-09-29,2014-10-04,5,Standard Class,EB-14170,Evan Bailliet,Consumer,Seattle,Washington,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,807.75,5,0.0,153.47,19.0,2014,9,No Discount,Profitable
5626,CA-2014-126683,2014-09-29,2014-10-01,2,Second Class,PP-18955,Paul Prost,Home Office,Seattle,Washington,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.96,48.0,2014,9,No Discount,Profitable
5627,CA-2014-126683,2014-09-29,2014-10-01,2,Second Class,PP-18955,Paul Prost,Home Office,Seattle,Washington,West,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0.0,399.3,17.0,2014,9,No Discount,Profitable
5796,CA-2014-124856,2014-09-29,2014-10-03,4,Second Class,LD-17005,Lisa DeCherney,Consumer,New York City,New York,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0.0,362.84,26.0,2014,9,No Discount,Profitable
5797,CA-2014-124856,2014-09-29,2014-10-03,4,Second Class,LD-17005,Lisa DeCherney,Consumer,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.38,31.0,2014,9,No Discount,Profitable
5798,CA-2014-124856,2014-09-29,2014-10-03,4,Second Class,LD-17005,Lisa DeCherney,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.69,46.0,2014,9,No Discount,Profitable
5799,CA-2014-124856,2014-09-29,2014-10-03,4,Second Class,LD-17005,Lisa DeCherney,Consumer,New York City,New York,East,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,2,0.0,37.98,49.0,2014,9,No Discount,Profitable
1142,CA-2014-146969,2014-09-29,2014-10-03,4,Standard Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.2,26.0,2014,9,No Discount,Profitable
1143,CA-2014-146969,2014-09-29,2014-10-03,4,Standard Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0.0,2.88,33.0,2014,9,No Discount,Profitable
1144,CA-2014-146969,2014-09-29,2014-10-03,4,Standard Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 223,6.48,1,0.0,3.11,48.0,2014,9,No Discount,Profitable
1145,CA-2014-146969,2014-09-29,2014-10-03,4,Standard Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.200000002980232,223.05,32.5,2014,9,High 21-30pct,Profitable
1146,CA-2014-146969,2014-09-29,2014-10-03,4,Standard Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.79,27.0,2014,9,No Discount,Profitable
4052,CA-2014-122931,2014-09-29,2014-10-03,4,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,Nontoxic Chalk,4.22,3,0.200000002980232,1.48,35.0,2014,9,High 21-30pct,Profitable
4053,CA-2014-122931,2014-09-29,2014-10-03,4,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.27,2,0.400000005960464,-81.85,-20.0,2014,9,Very High 31-50pct,Loss Making
4054,CA-2014-122931,2014-09-29,2014-10-03,4,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,0.200000002980232,18.02,32.5,2014,9,High 21-30pct,Profitable
4055,CA-2014-122931,2014-09-29,2014-10-03,4,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.93,4,0.200000002980232,6.8,32.5,2014,9,High 21-30pct,Profitable
4056,CA-2014-122931,2014-09-29,2014-10-03,4,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6,0.200000002980232,-337.81,-18.75,2014,9,High 21-30pct,Loss Making
4057,CA-2014-122931,2014-09-29,2014-10-03,4,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,Hon 4060 Series Tables,67.18,1,0.400000005960464,-20.15,-30.0,2014,9,Very High 31-50pct,Loss Making
3284,CA-2014-159478,2014-09-30,2014-10-06,6,Standard Class,MH-17785,Maya Herman,Corporate,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.18,34.0,2014,9,No Discount,Profitable
3048,CA-2014-137351,2014-09-30,2014-10-04,4,Standard Class,DB-13615,Doug Bickford,Consumer,Seattle,Washington,West,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.18,7,0.200000002980232,13.49,31.25,2014,9,High 21-30pct,Profitable
1791,CA-2014-102008,2014-09-30,2014-10-04,4,Standard Class,RA-19915,Russell Applegate,Consumer,New York City,New York,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1,0.0,24.47,50.0,2014,9,No Discount,Profitable
2335,CA-2014-140886,2014-09-30,2014-10-04,4,Standard Class,KW-16570,Kelly Williams,Consumer,Clarksville,Tennessee,South,Office Supplies,Appliances,Holmes Odor Grabber,69.22,6,0.200000002980232,11.25,16.25,2014,9,High 21-30pct,Profitable
2106,US-2014-167633,2014-09-30,2014-10-05,5,Standard Class,BW-11200,Ben Wallace,Consumer,Boynton Beach,Florida,South,Office Supplies,Paper,Xerox 217,15.55,3,0.200000002980232,5.44,35.0,2014,9,High 21-30pct,Profitable
7398,CA-2014-141649,2014-09-30,2014-09-30,0,Same Day,DM-12955,Dario Medina,Corporate,Fairfield,Ohio,East,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.41,6,0.200000002980232,59.66,7.5,2014,9,High 21-30pct,Profitable
8706,US-2014-132745,2014-10-01,2014-10-05,4,Standard Class,NF-18475,Neil Französisch,Home Office,Reno,Nevada,West,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4.71,1,0.0,0.0,0.0,2014,10,No Discount,Loss Making
3223,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2,0.200000002980232,3.41,36.25,2014,10,High 21-30pct,Profitable
3224,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Office Supplies,Fasteners,Staples,4.67,2,0.200000002980232,1.46,31.25,2014,10,High 21-30pct,Profitable
3225,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.200000002980232,107.46,33.75,2014,10,High 21-30pct,Profitable
3226,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.77,6,0.200000002980232,4.63,36.25,2014,10,High 21-30pct,Profitable
3227,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.200000002980232,-3.26,-21.25,2014,10,High 21-30pct,Loss Making
3228,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Technology,Phones,Pyle PMP37LED,230.38,3,0.200000002980232,20.16,8.75,2014,10,High 21-30pct,Profitable
3229,CA-2014-108189,2014-10-02,2014-10-05,3,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.200000002980232,-0.09,-1.25,2014,10,High 21-30pct,Loss Making
4877,US-2014-155817,2014-10-03,2014-10-09,6,Standard Class,SL-20155,Sara Luxemburg,Home Office,Durham,North Carolina,South,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.57,2,0.200000002980232,4.62,7.5,2014,10,High 21-30pct,Profitable
4878,US-2014-155817,2014-10-03,2014-10-09,6,Standard Class,SL-20155,Sara Luxemburg,Home Office,Durham,North Carolina,South,Office Supplies,Art,DIXON Oriole Pencils,6.19,3,0.200000002980232,0.46,7.5,2014,10,High 21-30pct,Profitable
2275,CA-2014-157882,2014-10-03,2014-10-08,5,Second Class,AR-10405,Allen Rosenblatt,Corporate,Los Angeles,California,West,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.43,1,0.200000002980232,3.59,2.5,2014,10,High 21-30pct,Profitable
2276,CA-2014-157882,2014-10-03,2014-10-08,5,Second Class,AR-10405,Allen Rosenblatt,Corporate,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,0.200000002980232,13.76,11.25,2014,10,High 21-30pct,Profitable
1351,CA-2014-153976,2014-10-03,2014-10-08,5,Second Class,BP-11290,Beth Paige,Consumer,Evanston,Illinois,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.28,3,0.300000011920929,-70.1,-27.14,2014,10,Very High 31-50pct,Loss Making
8218,CA-2014-120775,2014-10-03,2014-10-07,4,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Colored Push Pins,4.34,3,0.200000002980232,0.87,20.0,2014,10,High 21-30pct,Profitable
8219,CA-2014-120775,2014-10-03,2014-10-07,4,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31.78,3,0.600000023841858,-19.07,-60.0,2014,10,Extreme 50pct+,Loss Making
8220,CA-2014-120775,2014-10-03,2014-10-07,4,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4.93,2,0.200000002980232,1.72,35.0,2014,10,High 21-30pct,Profitable
8221,CA-2014-120775,2014-10-03,2014-10-07,4,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,3,0.800000011920929,-3.04,-170.0,2014,10,Extreme 50pct+,Loss Making
8222,CA-2014-120775,2014-10-03,2014-10-07,4,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,15.07,4,0.200000002980232,-3.77,-25.0,2014,10,High 21-30pct,Loss Making
5600,CA-2014-108903,2014-10-03,2014-10-03,0,Same Day,DO-13435,Denny Ordway,Consumer,Columbus,Ohio,East,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.98,2,0.200000002980232,4.2,7.5,2014,10,High 21-30pct,Profitable
5601,CA-2014-108903,2014-10-03,2014-10-03,0,Same Day,DO-13435,Denny Ordway,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,0.200000002980232,4.89,33.75,2014,10,High 21-30pct,Profitable
5602,CA-2014-108903,2014-10-03,2014-10-03,0,Same Day,DO-13435,Denny Ordway,Consumer,Columbus,Ohio,East,Technology,Accessories,Logitech G105 Gaming Keyboard,142.49,3,0.200000002980232,-3.56,-2.5,2014,10,High 21-30pct,Loss Making
6440,CA-2014-166891,2014-10-04,2014-10-06,2,First Class,CC-12220,Chris Cortes,Consumer,New York City,New York,East,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.100000001490116,-6.55,-1.11,2014,10,Medium 11-20pct,Loss Making
4948,CA-2014-102085,2014-10-04,2014-10-09,5,Standard Class,JD-16015,Joy Daniels,Consumer,Seattle,Washington,West,Office Supplies,Labels,Avery 519,29.24,4,0.0,13.74,47.0,2014,10,No Discount,Profitable
2724,CA-2014-153479,2014-10-04,2014-10-08,4,Standard Class,DF-13135,David Flashing,Consumer,Vallejo,California,West,Office Supplies,Labels,Avery 512,14.45,5,0.0,6.79,47.0,2014,10,No Discount,Profitable
2725,CA-2014-153479,2014-10-04,2014-10-08,4,Standard Class,DF-13135,David Flashing,Consumer,Vallejo,California,West,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.65,2,0.200000002980232,31.09,32.5,2014,10,High 21-30pct,Profitable
6805,CA-2014-152233,2014-10-05,2014-10-06,1,First Class,KH-16510,Keith Herrera,Consumer,Pomona,California,West,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2,0.0,34.99,35.0,2014,10,No Discount,Profitable
6020,CA-2014-152422,2014-10-05,2014-10-10,5,Second Class,BD-11635,Brian Derr,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.200000002980232,11.49,12.5,2014,10,High 21-30pct,Profitable
